x,y,z,σx,σy,σz
51.256166359193784,4.134014030196443,10.325877916331887,1.2032128514056224,1.2032128514056224,1.2032128514056224
50.42542536618255,3.343161630569027,11.72284687270206,1.1478927203065132,1.1478927203065132,1.1478927203065132
49.35632422021784,1.0556767851930546,12.134144671317252,1.0512280701754386,1.0512280701754386,1.0512280701754386
48.486981873950086,1.06411737254985,11.575709137088296,0.9602564102564102,0.9602564102564102,0.9602564102564102
46.454180352594186,0.7987294148623727,11.959198478910116,1.2178861788617885,1.2178861788617885,1.2178861788617885
35.35479468203216,33.90377941487568,-1.06502480119457,1.029553264604811,1.029553264604811,1.029553264604811
34.672786707319055,32.90011956544878,-3.8447904129206636,0.8684057971014493,0.8684057971014493,0.8684057971014493
35.77086135405821,34.68562951321313,-2.856978873162003,0.9887788778877887,0.9887788778877887,0.9887788778877887
36.608907925797496,35.585155726712934,-4.550209476961841,1.0738351254480285,1.0738351254480285,1.0738351254480285
-0.26639595558817786,47.55860361958288,-16.787945441159497,1.3140350877192981,1.3140350877192981,1.3140350877192981
1.4801836402918866,47.34292282972827,-15.127862202534182,1.0402777777777776,1.0402777777777776,1.0402777777777776
3.630606923611156,48.9210786566559,-15.202656994646507,0.8760233918128655,0.8760233918128655,0.8760233918128655
1.6413061675180927,48.59745875583706,-16.365777378952643,1.0974358974358973,1.0974358974358973,1.0974358974358973
2.5982796364715712,48.061551814679056,-14.921166310785196,0.9986666666666666,0.9986666666666666,0.9986666666666666
-34.4626151922588,31.826763082408274,-18.862291609825586,0.860919540229885,0.860919540229885,0.860919540229885
-34.676707655824735,30.422496700842558,-19.443990959225072,0.9078787878787878,0.9078787878787878,0.9078787878787878
-34.647860999974725,32.44720431216742,-19.598787657602507,1.0402777777777776,1.0402777777777776,1.0402777777777776
-33.37761439217669,31.48901380571156,-21.53428161337806,0.9887788778877887,0.9887788778877887,0.9887788778877887
-32.78936407138411,33.903247645513346,-19.11741621900184,1.1096296296296295,1.1096296296296295,1.1096296296296295
-33.19094973396493,33.991107356765234,-15.768039079762735,1.1478927203065132,1.1478927203065132,1.1478927203065132
-48.89756088547776,-1.2511106825791771,-12.220982218813374,0.951111111111111,0.951111111111111,0.951111111111111
-48.85679713161924,-1.6650923215973683,-12.11659351237322,0.951111111111111,0.951111111111111,0.951111111111111
-36.438901013854306,-36.56606141465611,3.0882565135163653,0.9790849673202614,0.9790849673202614,0.9790849673202614
-35.249656514600844,-34.10714745716971,3.115242515220559,1.0624113475177304,1.0624113475177304,1.0624113475177304
-36.80173470225337,-35.10476081916289,3.6620609561375286,0.9333333333333332,0.9333333333333332,0.9333333333333332
-1.368909169201057,-47.16357368667152,14.96353360890167,1.0512280701754386,1.0512280701754386,1.0512280701754386
-2.545332382210274,-47.01315507740727,15.810778915383299,0.8253443526170798,0.8253443526170798,0.8253443526170798
-2.4821199795581497,-46.15753949249383,15.953866186028787,1.0855072463768116,1.0855072463768116,1.0855072463768116
